starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 20 08:28:58 2018	1516436938	191	694	885	499
Sat Jan 20 08:30:19 2018	1516437019	303	582	885	491
Sat Jan 20 08:28:42 2018	1516436922	645	240	885	234
Sat Jan 20 08:29:23 2018	1516436963	339	546	885	315
Sat Jan 20 08:28:55 2018	1516436935	667	218	885	213
Sat Jan 20 08:29:20 2018	1516436960	459	427	885	290
Sat Jan 20 08:29:23 2018	1516436963	465	420	886	368
Sat Jan 20 08:30:10 2018	1516437010	425	461	886	410
Sat Jan 20 08:28:44 2018	1516436924	624	262	886	242
Sat Jan 20 08:28:56 2018	1516436936	535	352	886	333
Sat Jan 20 08:29:41 2018	1516436981	402	484	887	368
Sat Jan 20 08:30:10 2018	1516437010	426	461	887	410
Sat Jan 20 08:29:23 2018	1516436963	487	400	887	348
Sat Jan 20 08:29:23 2018	1516436963	469	418	887	367
Sat Jan 20 08:29:23 2018	1516436963	505	382	887	350
Sat Jan 20 08:28:49 2018	1516436929	677	210	887	195
Sat Jan 20 08:30:10 2018	1516437010	426	462	887	410
Sat Jan 20 08:29:38 2018	1516436978	681	207	887	176
Sat Jan 20 08:30:19 2018	1516437019	303	585	887	497
Sat Jan 20 08:29:50 2018	1516436990	246	642	888	309
Sat Jan 20 08:30:19 2018	1516437019	302	585	888	497
Sat Jan 20 08:29:23 2018	1516436963	339	549	888	469
Sat Jan 20 08:30:10 2018	1516437010	496	392	888	343
Sat Jan 20 08:29:23 2018	1516436963	340	548	888	459
Sat Jan 20 08:30:19 2018	1516437019	304	585	888	497
Sat Jan 20 08:29:18 2018	1516436958	657	231	889	194
Sat Jan 20 08:29:44 2018	1516436984	292	597	890	539
Sat Jan 20 08:30:10 2018	1516437010	426	464	890	414
Sat Jan 20 08:30:10 2018	1516437010	496	394	890	343
Sat Jan 20 08:30:10 2018	1516437010	426	464	890	414
Sat Jan 20 08:30:19 2018	1516437019	335	556	891	519
Sat Jan 20 08:28:53 2018	1516436933	543	348	891	270
Sat Jan 20 08:30:10 2018	1516437010	426	465	891	415
Sat Jan 20 08:30:10 2018	1516437010	425	466	891	415
Sat Jan 20 08:28:54 2018	1516436934	473	418	892	334
Sat Jan 20 08:28:54 2018	1516436934	472	419	892	335
Sat Jan 20 08:30:19 2018	1516437019	528	364	892	272
Sat Jan 20 08:29:29 2018	1516436969	296	596	892	309
Sat Jan 20 08:28:44 2018	1516436924	621	271	892	264
Sat Jan 20 08:30:10 2018	1516437010	425	467	892	423
Sat Jan 20 08:29:46 2018	1516436986	281	611	892	574
Sat Jan 20 08:30:10 2018	1516437010	425	467	893	424
Sat Jan 20 08:28:52 2018	1516436932	486	407	893	243
Sat Jan 20 08:29:03 2018	1516436943	342	551	893	491
Sat Jan 20 08:28:54 2018	1516436934	474	419	893	335
